text_id,token,lexicon_value,neg_score,neu_score,pos_score,token_compound
7,dulu,0.0,0.0,1.0,0.0,0.0
7,tinggal,0.0,0.0,1.0,0.0,0.0
7,lambang,0.0,0.0,1.0,0.0,0.0
7,terjemah,0.0,0.0,1.0,0.0,0.0
7,simple,0.0,0.0,1.0,0.0,0.0
7,tolong,0.0,0.0,1.0,0.0,0.0
7,dong,0.0,0.0,1.0,0.0,0.0
7,balikin,0.0,0.0,1.0,0.0,0.0
7,lagi,0.0,0.0,1.0,0.0,0.0
7,lambang,0.0,0.0,1.0,0.0,0.0
7,terjemah,0.0,0.0,1.0,0.0,0.0
7,nya,0.0,0.0,1.0,0.0,0.0
7,agar,0.0,0.0,1.0,0.0,0.0
7,x,0.0,0.0,0.0,0.0,0.0
7,klik,1.0,0.0,0.0,1.0,0.25
7,saja,0.0,0.0,1.0,0.0,0.0
8,aplikasi,0.0,0.0,1.0,0.0,0.0
8,yang,0.0,0.0,1.0,0.0,0.0
8,bikin,0.0,0.0,1.0,0.0,0.0
8,emosi,-3.0,1.0,0.0,0.0,-0.6124
8,orang,0.0,0.0,1.0,0.0,0.0
8,capek,0.0,0.0,1.0,0.0,0.0
8,yang,0.0,0.0,1.0,0.0,0.0
8,nulis,0.0,0.0,1.0,0.0,0.0
8,unggah,0.0,0.0,1.0,0.0,0.0
8,gagal,-5.0,1.0,0.0,0.0,-0.7906
8,melulu,-3.0,1.0,0.0,0.0,-0.6124
8,balas,0.0,0.0,1.0,0.0,0.0
8,komen,0.0,0.0,1.0,0.0,0.0
8,nulis,0.0,0.0,1.0,0.0,0.0
8,pendek,-4.0,1.0,0.0,0.0,-0.7184
8,panjang,1.0,0.0,0.0,1.0,0.25
8,pun,0.0,0.0,1.0,0.0,0.0
8,hasil,0.0,0.0,1.0,0.0,0.0
8,sering,0.0,0.0,1.0,0.0,0.0
8,ganggu,-4.0,1.0,0.0,0.0,-0.7184
8,dan,0.0,0.0,1.0,0.0,0.0
8,akhir,0.0,0.0,1.0,0.0,0.0
8,tidak,0.0,0.0,1.0,0.0,0.0
8,muncul,0.0,0.0,1.0,0.0,0.0
8,aplikasi,0.0,0.0,1.0,0.0,0.0
8,ini,0.0,0.0,1.0,0.0,0.0
8,sangat,0.0,0.0,1.0,0.0,0.0
